:START_ID,:END_ID,type
393,254,REL
176,984,REL
978,189,REL
61,11,REL
96,952,REL
419,951,REL
858,878,REL
315,278,REL
775,836,REL
470,392,REL
199,852,REL
315,482,REL
210,350,REL
905,751,REL
204,703,REL
940,736,REL
8,920,REL
458,266,REL
22,545,REL
218,895,REL
328,2,REL
279,489,REL
824,711,REL
788,908,REL
412,842,REL
275,545,REL
473,118,REL
860,635,REL
709,681,REL
897,984,REL
190,623,REL
459,117,REL
161,286,REL
986,797,REL
868,752,REL
550,831,REL
361,824,REL
183,681,REL
75,561,REL
297,737,REL
725,91,REL
282,324,REL
568,284,REL
320,215,REL
91,277,REL
509,185,REL
914,649,REL
379,452,REL
12,932,REL
293,466,REL
433,857,REL
346,192,REL
898,904,REL
246,6,REL
258,989,REL
880,329,REL
506,744,REL
955,761,REL
492,219,REL
429,714,REL
889,211,REL
161,370,REL
792,231,REL
380,420,REL
704,966,REL
297,54,REL
9,747,REL
622,905,REL
230,24,REL
785,628,REL
412,85,REL
879,542,REL
499,893,REL
665,921,REL
706,818,REL
471,976,REL
719,686,REL
729,570,REL
942,853,REL
816,23,REL
669,536,REL
817,225,REL
697,591,REL
146,770,REL
126,697,REL
403,652,REL
332,685,REL
400,859,REL
255,81,REL
358,121,REL
886,740,REL
82,966,REL
738,441,REL
531,454,REL
891,53,REL
885,194,REL
458,580,REL
388,771,REL
516,951,REL
528,758,REL
695,105,REL
690,746,REL
720,837,REL
55,685,REL
648,612,REL
495,680,REL
517,4,REL
811,757,REL
977,558,REL
452,243,REL
964,910,REL
472,356,REL
978,627,REL
437,666,REL
38,592,REL
772,144,REL
960,377,REL
619,209,REL
895,260,REL
850,0,REL
819,122,REL
447,116,REL
723,623,REL
912,854,REL
587,829,REL
195,947,REL
265,832,REL
9,34,REL
151,553,REL
635,360,REL
354,631,REL
570,492,REL
179,94,REL
930,816,REL
396,834,REL
53,908,REL
1,342,REL
634,62,REL
265,219,REL
221,191,REL
469,71,REL
516,986,REL
415,855,REL
512,147,REL
493,876,REL
223,267,REL
662,586,REL
264,216,REL
556,271,REL
502,762,REL
996,195,REL
927,33,REL
353,363,REL
148,518,REL
502,87,REL
217,169,REL
739,257,REL
297,659,REL
560,909,REL
890,549,REL
624,421,REL
17,441,REL
222,754,REL
539,30,REL
253,14,REL
519,604,REL
923,986,REL
684,822,REL
819,184,REL
923,30,REL
920,722,REL
15,363,REL
643,119,REL
84,405,REL
622,798,REL
133,464,REL
5,163,REL
970,252,REL
38,865,REL
385,635,REL
266,392,REL
955,904,REL
614,284,REL
854,217,REL
774,740,REL
54,472,REL
249,242,REL
717,438,REL
801,183,REL
903,774,REL
275,970,REL
26,336,REL
367,614,REL
531,385,REL
749,124,REL
52,210,REL
249,306,REL
381,572,REL
134,405,REL
275,121,REL
355,963,REL
865,645,REL
234,910,REL
475,573,REL
40,56,REL
416,677,REL
819,418,REL
122,892,REL
458,803,REL
15,450,REL
399,744,REL
254,814,REL
412,743,REL
173,287,REL
385,845,REL
905,107,REL
898,658,REL
198,493,REL
949,219,REL
812,734,REL
193,112,REL
453,173,REL
242,749,REL
136,54,REL
573,864,REL
268,421,REL
94,738,REL
882,7,REL
2,300,REL
304,441,REL
232,567,REL
137,919,REL
901,476,REL
573,650,REL
760,285,REL
37,230,REL
529,28,REL
818,364,REL
878,641,REL
963,427,REL
871,178,REL
831,510,REL
272,143,REL
187,474,REL
109,5,REL
807,776,REL
769,592,REL
187,894,REL
819,901,REL
283,952,REL
518,726,REL
386,971,REL
607,343,REL
195,209,REL
421,259,REL
681,985,REL
202,790,REL
808,120,REL
280,202,REL
866,648,REL
546,43,REL
158,47,REL
907,274,REL
694,405,REL
28,128,REL
388,502,REL
750,619,REL
291,813,REL
937,19,REL
774,386,REL
963,114,REL
532,649,REL
16,225,REL
575,120,REL
958,270,REL
755,734,REL
182,394,REL
874,389,REL
161,295,REL
893,602,REL
283,666,REL
402,120,REL
485,260,REL
710,181,REL
520,874,REL
965,456,REL
117,789,REL
797,636,REL
148,533,REL
756,282,REL
758,950,REL
566,829,REL
180,453,REL
22,81,REL
535,99,REL
654,262,REL
34,714,REL
544,366,REL
714,124,REL
600,273,REL
734,822,REL
550,251,REL
737,958,REL
81,363,REL
45,366,REL
789,29,REL
123,255,REL
119,896,REL
59,904,REL
416,372,REL
975,164,REL
70,435,REL
255,272,REL
488,486,REL
328,894,REL
824,863,REL
995,440,REL
576,68,REL
343,685,REL
608,207,REL
252,211,REL
690,783,REL
926,628,REL
641,296,REL
150,132,REL
139,671,REL
168,766,REL
616,662,REL
836,53,REL
147,905,REL
219,980,REL
691,267,REL
537,809,REL
135,654,REL
699,614,REL
934,923,REL
866,592,REL
875,292,REL
810,806,REL
641,713,REL
642,687,REL
669,766,REL
715,506,REL
811,708,REL
876,284,REL
252,697,REL
400,566,REL
336,811,REL
130,902,REL
879,32,REL
287,82,REL
759,305,REL
915,895,REL
678,212,REL
658,574,REL
27,422,REL
646,160,REL
412,177,REL
833,598,REL
876,932,REL
754,82,REL
989,392,REL
980,174,REL
472,400,REL
197,536,REL
132,536,REL
603,595,REL
102,378,REL
837,591,REL
870,297,REL
142,827,REL
175,521,REL
39,997,REL
844,484,REL
534,330,REL
735,365,REL
408,505,REL
654,748,REL
712,805,REL
439,160,REL
665,817,REL
422,610,REL
386,559,REL
667,768,REL
212,152,REL
133,271,REL
834,287,REL
45,582,REL
810,588,REL
729,912,REL
975,409,REL
91,695,REL
972,550,REL
556,148,REL
199,104,REL
423,309,REL
706,47,REL
226,836,REL
246,639,REL
424,450,REL
993,496,REL
630,981,REL
833,876,REL
699,311,REL
648,676,REL
662,200,REL
322,598,REL
732,129,REL
655,766,REL
985,403,REL
689,197,REL
163,298,REL
810,608,REL
719,732,REL
518,312,REL
216,384,REL
480,602,REL
926,896,REL
139,335,REL
309,630,REL
520,138,REL
182,817,REL
687,894,REL
335,20,REL
976,67,REL
392,710,REL
786,746,REL
452,124,REL
890,660,REL
711,474,REL
399,856,REL
221,377,REL
605,574,REL
937,889,REL
253,93,REL
168,836,REL
482,491,REL
597,259,REL
256,502,REL
744,751,REL
3,651,REL
677,503,REL
924,556,REL
60,152,REL
436,59,REL
353,301,REL
34,32,REL
773,24,REL
250,790,REL
230,906,REL
262,44,REL
328,425,REL
307,43,REL
561,814,REL
779,45,REL
842,996,REL
519,90,REL
