:START_ID,:END_ID,type
845,128,REL
669,790,REL
241,654,REL
55,804,REL
677,800,REL
581,992,REL
170,36,REL
880,134,REL
702,96,REL
663,196,REL
534,834,REL
148,688,REL
955,777,REL
871,863,REL
785,273,REL
10,437,REL
545,220,REL
239,887,REL
600,789,REL
784,649,REL
509,262,REL
982,751,REL
980,468,REL
102,234,REL
604,809,REL
748,700,REL
597,774,REL
440,562,REL
728,145,REL
999,776,REL
408,479,REL
294,309,REL
301,935,REL
778,485,REL
54,180,REL
514,438,REL
819,548,REL
594,392,REL
555,529,REL
872,239,REL
568,228,REL
229,962,REL
424,200,REL
942,735,REL
769,378,REL
911,473,REL
298,51,REL
989,231,REL
656,373,REL
805,510,REL
867,850,REL
274,510,REL
967,477,REL
702,686,REL
764,60,REL
999,346,REL
325,144,REL
593,86,REL
114,953,REL
518,154,REL
298,393,REL
189,592,REL
387,650,REL
298,304,REL
578,328,REL
130,687,REL
536,720,REL
261,341,REL
195,265,REL
382,423,REL
952,233,REL
897,677,REL
793,84,REL
105,736,REL
897,884,REL
517,178,REL
483,840,REL
735,498,REL
392,702,REL
50,981,REL
370,235,REL
746,394,REL
131,655,REL
541,59,REL
969,41,REL
630,552,REL
466,571,REL
782,693,REL
621,765,REL
301,100,REL
28,155,REL
452,347,REL
763,801,REL
595,112,REL
762,855,REL
471,374,REL
297,80,REL
950,378,REL
308,340,REL
821,615,REL
55,875,REL
256,349,REL
47,700,REL
245,566,REL
890,899,REL
769,707,REL
689,585,REL
522,597,REL
491,987,REL
865,28,REL
699,54,REL
684,604,REL
263,753,REL
415,997,REL
864,536,REL
304,220,REL
189,890,REL
78,320,REL
0,562,REL
811,979,REL
953,346,REL
484,152,REL
129,501,REL
672,993,REL
533,719,REL
853,674,REL
765,215,REL
32,107,REL
806,655,REL
409,689,REL
885,590,REL
881,941,REL
420,418,REL
952,66,REL
231,552,REL
947,897,REL
472,530,REL
854,474,REL
538,145,REL
804,51,REL
143,593,REL
769,540,REL
154,307,REL
340,207,REL
363,80,REL
943,796,REL
825,474,REL
996,560,REL
197,180,REL
216,265,REL
228,937,REL
901,588,REL
695,307,REL
517,476,REL
593,458,REL
918,36,REL
403,394,REL
980,31,REL
670,947,REL
478,577,REL
940,455,REL
85,384,REL
304,894,REL
569,67,REL
242,933,REL
139,219,REL
353,56,REL
904,227,REL
183,995,REL
613,847,REL
157,932,REL
397,823,REL
36,869,REL
31,434,REL
681,437,REL
970,424,REL
622,532,REL
0,110,REL
398,998,REL
279,478,REL
764,6,REL
731,927,REL
808,36,REL
630,127,REL
639,230,REL
692,220,REL
884,768,REL
934,46,REL
875,459,REL
976,898,REL
429,93,REL
859,891,REL
174,757,REL
216,393,REL
257,57,REL
576,470,REL
96,166,REL
811,880,REL
887,425,REL
45,244,REL
164,194,REL
845,485,REL
75,799,REL
834,235,REL
459,246,REL
768,899,REL
265,222,REL
504,481,REL
669,57,REL
597,333,REL
657,57,REL
994,600,REL
783,390,REL
41,173,REL
902,223,REL
73,889,REL
184,765,REL
249,600,REL
312,601,REL
510,563,REL
886,564,REL
835,308,REL
793,99,REL
47,924,REL
182,342,REL
911,1,REL
512,306,REL
924,510,REL
133,976,REL
987,782,REL
93,177,REL
318,657,REL
811,496,REL
730,213,REL
327,487,REL
427,105,REL
534,68,REL
946,912,REL
112,15,REL
545,95,REL
758,226,REL
259,346,REL
260,859,REL
183,933,REL
657,749,REL
215,854,REL
724,342,REL
137,168,REL
797,219,REL
374,386,REL
806,484,REL
169,323,REL
843,612,REL
93,232,REL
603,776,REL
306,581,REL
19,922,REL
993,319,REL
6,15,REL
843,525,REL
882,376,REL
808,954,REL
144,239,REL
947,174,REL
939,458,REL
801,281,REL
447,834,REL
783,965,REL
794,990,REL
872,13,REL
622,851,REL
574,545,REL
738,505,REL
73,597,REL
567,151,REL
168,198,REL
637,166,REL
404,817,REL
883,667,REL
772,360,REL
331,501,REL
140,524,REL
755,132,REL
381,931,REL
147,697,REL
938,901,REL
980,619,REL
446,565,REL
101,830,REL
677,405,REL
275,508,REL
506,376,REL
652,956,REL
826,196,REL
747,147,REL
167,68,REL
282,341,REL
729,885,REL
862,643,REL
494,321,REL
366,903,REL
494,601,REL
993,532,REL
970,245,REL
52,236,REL
986,567,REL
383,616,REL
546,479,REL
694,73,REL
843,702,REL
749,437,REL
787,687,REL
208,429,REL
543,603,REL
714,493,REL
292,915,REL
363,817,REL
670,273,REL
375,9,REL
175,330,REL
677,724,REL
268,255,REL
327,811,REL
564,243,REL
383,301,REL
850,527,REL
378,806,REL
316,869,REL
944,318,REL
970,127,REL
905,416,REL
732,74,REL
360,282,REL
880,404,REL
817,616,REL
0,925,REL
372,365,REL
513,697,REL
638,546,REL
346,25,REL
426,81,REL
14,491,REL
781,671,REL
534,632,REL
76,18,REL
150,309,REL
282,325,REL
152,124,REL
597,305,REL
199,980,REL
993,658,REL
83,447,REL
869,494,REL
778,370,REL
758,460,REL
921,441,REL
994,217,REL
120,386,REL
279,7,REL
289,440,REL
74,401,REL
28,302,REL
467,597,REL
775,997,REL
917,108,REL
618,699,REL
686,64,REL
602,806,REL
115,467,REL
264,672,REL
808,257,REL
1,963,REL
246,65,REL
86,282,REL
884,991,REL
443,561,REL
222,501,REL
627,662,REL
856,769,REL
845,350,REL
765,601,REL
851,531,REL
140,269,REL
601,250,REL
24,920,REL
848,928,REL
480,734,REL
272,783,REL
981,269,REL
536,953,REL
991,433,REL
462,177,REL
188,777,REL
382,981,REL
197,999,REL
373,751,REL
695,219,REL
904,301,REL
809,983,REL
403,998,REL
323,292,REL
341,668,REL
288,66,REL
932,936,REL
653,508,REL
616,562,REL
543,37,REL
66,282,REL
582,55,REL
948,832,REL
360,859,REL
