:START_ID,:END_ID,type
710,702,REL
330,183,REL
42,583,REL
279,823,REL
907,424,REL
851,920,REL
745,710,REL
797,762,REL
457,981,REL
797,300,REL
248,705,REL
930,78,REL
548,134,REL
403,469,REL
272,471,REL
973,587,REL
438,515,REL
523,229,REL
849,756,REL
607,714,REL
985,680,REL
625,341,REL
907,495,REL
557,776,REL
487,565,REL
495,795,REL
386,511,REL
25,166,REL
373,77,REL
769,368,REL
634,749,REL
614,167,REL
20,29,REL
735,881,REL
544,389,REL
697,464,REL
588,762,REL
751,484,REL
140,471,REL
612,703,REL
471,495,REL
257,376,REL
10,574,REL
46,212,REL
842,281,REL
815,895,REL
235,568,REL
205,320,REL
122,621,REL
478,848,REL
363,399,REL
662,438,REL
732,100,REL
777,217,REL
799,379,REL
847,743,REL
107,426,REL
88,865,REL
305,970,REL
769,432,REL
44,49,REL
78,64,REL
313,37,REL
930,152,REL
467,38,REL
983,401,REL
809,784,REL
670,404,REL
904,872,REL
671,792,REL
489,756,REL
660,130,REL
751,793,REL
758,616,REL
171,468,REL
646,46,REL
555,661,REL
168,960,REL
707,937,REL
352,214,REL
384,307,REL
657,693,REL
939,990,REL
665,14,REL
753,876,REL
719,710,REL
166,270,REL
709,82,REL
613,779,REL
218,943,REL
249,252,REL
775,746,REL
854,13,REL
973,423,REL
238,351,REL
922,414,REL
17,719,REL
657,986,REL
447,774,REL
824,740,REL
862,536,REL
507,696,REL
657,963,REL
423,831,REL
869,544,REL
343,322,REL
337,585,REL
987,782,REL
172,884,REL
840,677,REL
817,384,REL
3,881,REL
266,418,REL
809,501,REL
559,319,REL
809,92,REL
566,620,REL
7,535,REL
786,247,REL
112,986,REL
636,968,REL
546,707,REL
44,320,REL
556,790,REL
188,761,REL
278,192,REL
179,919,REL
9,465,REL
620,815,REL
675,875,REL
163,831,REL
23,581,REL
196,62,REL
416,581,REL
248,311,REL
122,143,REL
803,42,REL
163,195,REL
214,371,REL
509,674,REL
473,306,REL
433,362,REL
397,572,REL
230,268,REL
592,453,REL
905,233,REL
162,956,REL
283,761,REL
318,717,REL
78,307,REL
608,623,REL
280,607,REL
537,355,REL
942,679,REL
68,299,REL
525,814,REL
767,558,REL
10,390,REL
122,138,REL
313,40,REL
950,810,REL
64,725,REL
947,183,REL
63,473,REL
831,682,REL
394,464,REL
686,133,REL
673,947,REL
739,461,REL
962,399,REL
932,804,REL
591,956,REL
883,808,REL
714,414,REL
855,722,REL
826,364,REL
671,761,REL
406,733,REL
836,187,REL
196,301,REL
800,661,REL
145,44,REL
9,141,REL
722,575,REL
650,415,REL
237,957,REL
140,278,REL
76,928,REL
361,550,REL
577,104,REL
488,614,REL
